project_id,project_name,state,district,project_type,land_area_hectares,affected_families,compensation_status,compensation_disbursed_pct,approval_stage,days_since_notification,legal_disputes_count,legal_dispute_status,possession_status,rehabilitation_progress_pct,stakeholder_responsiveness_score,historical_district_delay_rate,inter_department_coordination_issues,project_start_date,planned_duration_days,expected_completion_date,delay_probability,actual_delay_days,risk_category
LA-0214,Power Transmission Line Project Howrah-214,West Bengal,Howrah,Power Transmission Line,44.5,59,Fully Disbursed,90.7,Possession Complete,1122,1,Resolved Against,Not Started,10.3,2.6,0.54,Low,2023-09-11,545,2025-03-09,0.467,349,Medium
LA-0215,SEZ Development Project Hubballi-215,Karnataka,Hubballi,SEZ Development,38.41,185,Fully Disbursed,94.6,Possession Initiated,623,1,Ongoing - High Court,Fully Complete,82.4,8.4,0.25,Low,2024-03-18,365,2025-03-18,0.07,73,Low
LA-0216,Airport Expansion Project Jaipur-216,Rajasthan,Jaipur,Airport Expansion,75.43,86,Partially Disbursed,45.0,SIA Completed,287,2,Resolved in Favor,Partially Complete,45.9,3.7,0.53,Medium,2024-06-06,1095,2027-06-06,0.72,420,High
LA-0217,Railway Line Project Meerut-217,Uttar Pradesh,Meerut,Railway Line,28.77,136,Partially Disbursed,59.2,Possession Complete,1257,0,None,Not Started,11.6,6.5,0.52,Medium,2023-12-13,1095,2026-12-12,0.452,333,Medium
LA-0218,Airport Expansion Project Surat-218,Gujarat,Surat,Airport Expansion,34.93,78,Fully Disbursed,96.1,Award Declared,112,0,None,Partially Complete,41.3,7.1,0.34,Medium,2022-06-26,1460,2026-06-25,0.088,170,Low
LA-0219,Irrigation Canal Project Chennai-219,Tamil Nadu,Chennai,Irrigation Canal,17.19,96,Not Disbursed,0.4,Award Declared,468,1,Ongoing - High Court,Fully Complete,95.8,3.0,0.6,High,2022-08-15,545,2024-02-11,0.945,495,High
LA-0220,Airport Expansion Project Coimbatore-220,Tamil Nadu,Coimbatore,Airport Expansion,16.27,397,Partially Disbursed,42.1,Rehabilitation Ongoing,327,2,Ongoing - Supreme Court,Not Started,37.9,9.2,0.49,Medium,2024-01-18,1095,2027-01-17,0.925,446,High
LA-0221,Railway Line Project Cuttack-221,Odisha,Cuttack,Railway Line,129.6,111,Not Disbursed,0.1,Award Declared,389,1,Ongoing - Lower Court,Not Started,67.1,8.2,0.43,Medium,2022-06-10,1095,2025-06-09,0.791,366,High
LA-0222,Dam/Reservoir Project Jodhpur-222,Rajasthan,Jodhpur,Dam/Reservoir,64.83,141,Not Disbursed,6.9,Possession Complete,317,1,Ongoing - Supreme Court,Not Started,30.7,5.9,0.28,Medium,2024-04-16,545,2025-10-13,0.877,423,High
LA-0223,Dam/Reservoir Project Jaipur-223,Rajasthan,Jaipur,Dam/Reservoir,17.09,64,Not Disbursed,6.6,SIA Completed,348,0,None,Not Started,83.5,9.8,0.39,Medium,2023-08-26,365,2024-08-25,0.157,211,Low
LA-0224,Dam/Reservoir Project Bhopal-224,Madhya Pradesh,Bhopal,Dam/Reservoir,37.45,17,Fully Disbursed,97.9,SIA Completed,1003,0,None,Partially Complete,58.8,4.6,0.46,High,2023-09-02,1095,2026-09-01,0.294,324,Low
LA-0225,Industrial Corridor Project Udaipur-225,Rajasthan,Udaipur,Industrial Corridor,19.84,109,Not Disbursed,0.5,Notification (Sec 11),722,0,None,Fully Complete,22.6,8.4,0.15,Low,2024-03-21,545,2025-09-17,0.037,195,Low
LA-0226,National Highway Project Hubballi-226,Karnataka,Hubballi,National Highway,23.86,2,Fully Disbursed,91.6,SIA Completed,307,2,Resolved in Favor,Fully Complete,14.9,3.4,0.28,Low,2021-03-16,1095,2024-03-15,0.125,166,Low
LA-0227,Power Transmission Line Project Chennai-227,Tamil Nadu,Chennai,Power Transmission Line,44.0,369,Fully Disbursed,98.9,Notification (Sec 11),196,0,None,Not Started,23.0,4.7,0.56,Medium,2022-11-18,730,2024-11-17,0.209,267,Low
LA-0228,Dam/Reservoir Project Madurai-228,Tamil Nadu,Madurai,Dam/Reservoir,68.88,48,Partially Disbursed,60.3,SIA Completed,318,1,Resolved Against,Partially Complete,98.8,9.8,0.54,Low,2021-08-19,730,2023-08-19,0.423,347,Medium
LA-0229,Power Transmission Line Project Gwalior-229,Madhya Pradesh,Gwalior,Power Transmission Line,45.73,535,Fully Disbursed,95.6,Notification (Sec 11),247,0,None,Partially Complete,93.4,7.2,0.48,High,2024-03-08,545,2025-09-04,0.26,198,Low
LA-0230,Urban Metro Project Gwalior-230,Madhya Pradesh,Gwalior,Urban Metro,25.6,203,Partially Disbursed,83.4,Notification (Sec 11),301,0,None,Partially Complete,67.6,6.3,0.69,Low,2021-10-15,1095,2024-10-14,0.15,125,Low
LA-0231,National Highway Project Surat-231,Gujarat,Surat,National Highway,103.55,70,Not Disbursed,2.3,SIA Completed,695,0,None,Partially Complete,13.1,6.5,0.32,Low,2022-11-07,730,2024-11-06,0.437,349,Medium
LA-0232,SEZ Development Project Siliguri-232,West Bengal,Siliguri,SEZ Development,39.05,103,Not Disbursed,2.6,Rehabilitation Ongoing,409,1,Ongoing - Supreme Court,Partially Complete,29.6,7.0,0.48,Low,2021-08-31,1095,2024-08-30,0.89,427,High
LA-0233,Urban Metro Project Patna-233,Bihar,Patna,Urban Metro,159.43,154,Partially Disbursed,40.5,Rehabilitation Ongoing,208,0,None,Fully Complete,52.5,7.3,0.47,Medium,2022-08-28,730,2024-08-27,0.057,285,Low
LA-0234,Irrigation Canal Project Kolkata-234,West Bengal,Kolkata,Irrigation Canal,75.7,61,Fully Disbursed,90.2,Possession Initiated,226,0,None,Not Started,66.5,6.0,0.32,Medium,2024-05-25,730,2026-05-25,0.106,223,Low
LA-0235,Dam/Reservoir Project Rourkela-235,Odisha,Rourkela,Dam/Reservoir,58.02,363,Fully Disbursed,97.1,Possession Complete,238,0,None,Fully Complete,1.3,5.9,0.54,High,2022-05-22,1460,2026-05-21,0.515,341,Medium
LA-0236,Airport Expansion Project Thane-236,Maharashtra,Thane,Airport Expansion,22.72,28,Partially Disbursed,33.6,Award Declared,1114,1,Ongoing - Lower Court,Fully Complete,53.2,8.9,0.37,Low,2024-01-27,1460,2028-01-26,0.333,219,Low
LA-0237,Railway Line Project Jodhpur-237,Rajasthan,Jodhpur,Railway Line,11.86,46,Partially Disbursed,19.6,Possession Complete,902,3,Resolved in Favor,Not Started,73.0,6.6,0.38,Low,2024-04-09,1095,2027-04-09,0.598,405,Medium
LA-0238,Airport Expansion Project Thane-238,Maharashtra,Thane,Airport Expansion,49.19,127,Fully Disbursed,90.6,Possession Initiated,173,1,Ongoing - High Court,Partially Complete,23.4,6.7,0.75,Medium,2021-04-29,1460,2025-04-28,0.607,302,Medium
LA-0239,Power Transmission Line Project Madurai-239,Tamil Nadu,Madurai,Power Transmission Line,18.96,374,Fully Disbursed,91.9,Possession Initiated,630,1,Ongoing - Supreme Court,Fully Complete,91.1,1.2,0.39,Medium,2024-03-30,365,2025-03-30,0.384,370,Medium
LA-0240,Industrial Corridor Project Varanasi-240,Uttar Pradesh,Varanasi,Industrial Corridor,70.21,56,Fully Disbursed,99.3,Possession Complete,1194,0,None,Fully Complete,58.5,9.7,0.36,High,2021-05-22,1095,2024-05-21,0.02,139,Low
LA-0241,Urban Metro Project Lucknow-241,Uttar Pradesh,Lucknow,Urban Metro,7.23,13,Not Disbursed,1.2,SIA Completed,232,1,Resolved in Favor,Partially Complete,64.8,1.6,0.51,High,2023-07-08,1095,2026-07-07,0.866,431,High
LA-0242,Dam/Reservoir Project Bhubaneswar-242,Odisha,Bhubaneswar,Dam/Reservoir,17.28,20,Not Disbursed,1.3,Award Declared,1106,0,None,Not Started,5.9,6.0,0.6,High,2023-03-16,1460,2027-03-15,0.821,314,High
LA-0243,National Highway Project Indore-243,Madhya Pradesh,Indore,National Highway,67.02,65,Fully Disbursed,93.0,Award Declared,442,0,None,Partially Complete,43.3,6.4,0.53,Medium,2023-05-19,1460,2027-05-18,0.288,401,Low
LA-0244,Irrigation Canal Project Bhubaneswar-244,Odisha,Bhubaneswar,Irrigation Canal,30.89,72,Partially Disbursed,75.6,SIA Completed,779,1,Ongoing - Supreme Court,Not Started,40.5,5.6,0.55,High,2021-08-20,365,2022-08-20,0.893,441,High
LA-0245,National Highway Project Rourkela-245,Odisha,Rourkela,National Highway,114.0,81,Not Disbursed,4.4,Notification (Sec 11),752,2,Ongoing - Lower Court,Partially Complete,21.6,5.0,0.5,Medium,2021-04-10,545,2022-10-07,0.98,577,High
LA-0246,Airport Expansion Project Varanasi-246,Uttar Pradesh,Varanasi,Airport Expansion,27.8,184,Not Disbursed,6.0,SIA Completed,882,1,Ongoing - Lower Court,Not Started,62.6,6.1,0.66,High,2022-04-25,1460,2026-04-24,0.847,402,High
LA-0247,Irrigation Canal Project Vadodara-247,Gujarat,Vadodara,Irrigation Canal,43.33,122,Partially Disbursed,25.2,SIA Completed,207,0,None,Fully Complete,51.2,5.3,0.61,Medium,2023-04-27,730,2025-04-26,0.265,253,Low
LA-0248,Dam/Reservoir Project Patna-248,Bihar,Patna,Dam/Reservoir,17.62,146,Fully Disbursed,99.6,Rehabilitation Ongoing,221,0,None,Fully Complete,4.4,2.7,0.77,Medium,2023-05-25,1460,2027-05-24,0.385,251,Medium
LA-0249,Industrial Corridor Project Chennai-249,Tamil Nadu,Chennai,Industrial Corridor,63.67,124,Fully Disbursed,93.6,Rehabilitation Ongoing,391,2,Resolved in Favor,Fully Complete,38.2,6.0,0.62,Low,2023-05-03,1095,2026-05-02,0.455,281,Medium
LA-0250,Urban Metro Project Jabalpur-250,Madhya Pradesh,Jabalpur,Urban Metro,4.12,145,Not Disbursed,3.2,Possession Complete,602,0,None,Partially Complete,79.8,7.1,0.24,High,2022-09-08,545,2024-03-06,0.745,326,High
LA-0251,Dam/Reservoir Project Chennai-251,Tamil Nadu,Chennai,Dam/Reservoir,15.7,138,Partially Disbursed,40.7,Possession Initiated,433,1,Resolved Against,Partially Complete,73.1,4.8,0.63,Low,2022-06-07,545,2023-12-04,0.675,377,High
LA-0252,Airport Expansion Project Ahmedabad-252,Gujarat,Ahmedabad,Airport Expansion,47.31,66,Fully Disbursed,95.2,Notification (Sec 11),569,0,None,Partially Complete,67.5,4.6,0.36,High,2021-04-16,730,2023-04-16,0.08,184,Low
LA-0253,SEZ Development Project Rourkela-253,Odisha,Rourkela,SEZ Development,115.04,289,Partially Disbursed,45.4,Notification (Sec 11),70,0,None,Not Started,74.2,1.2,0.63,High,2024-02-19,545,2025-08-17,0.639,280,Medium
LA-0254,Industrial Corridor Project Chennai-254,Tamil Nadu,Chennai,Industrial Corridor,51.59,332,Partially Disbursed,46.6,Notification (Sec 11),526,0,None,Not Started,59.9,5.6,0.17,Low,2021-08-29,1095,2024-08-28,0.062,259,Low
LA-0255,Urban Metro Project Jodhpur-255,Rajasthan,Jodhpur,Urban Metro,43.09,60,Fully Disbursed,95.2,Possession Complete,397,0,None,Not Started,2.3,8.8,0.59,Low,2023-08-13,1460,2027-08-12,0.136,291,Low
LA-0256,Power Transmission Line Project Vadodara-256,Gujarat,Vadodara,Power Transmission Line,50.38,169,Partially Disbursed,30.2,Possession Initiated,482,0,None,Partially Complete,55.5,6.3,0.74,High,2023-08-20,730,2025-08-19,0.351,297,Medium
LA-0257,Industrial Corridor Project Udaipur-257,Rajasthan,Udaipur,Industrial Corridor,15.95,72,Partially Disbursed,58.7,Possession Complete,88,1,Ongoing - High Court,Partially Complete,15.4,9.0,0.8,Low,2024-02-08,1460,2028-02-07,0.396,355,Medium
LA-0258,Urban Metro Project Siliguri-258,West Bengal,Siliguri,Urban Metro,75.17,212,Not Disbursed,2.3,SIA Completed,309,0,None,Not Started,85.9,5.5,0.28,Low,2022-05-19,1095,2025-05-18,0.4,346,Medium
LA-0259,Industrial Corridor Project Hubballi-259,Karnataka,Hubballi,Industrial Corridor,62.5,94,Not Disbursed,9.3,Possession Initiated,713,0,None,Fully Complete,13.1,7.0,0.61,Medium,2023-10-02,1095,2026-10-01,0.356,396,Medium
LA-0260,Railway Line Project Jabalpur-260,Madhya Pradesh,Jabalpur,Railway Line,40.55,32,Not Disbursed,6.5,Possession Complete,90,2,Resolved in Favor,Not Started,75.1,9.1,0.36,High,2021-05-01,1460,2025-04-30,0.695,416,High
LA-0261,National Highway Project Ghaziabad-261,Uttar Pradesh,Ghaziabad,National Highway,37.05,186,Fully Disbursed,92.5,Possession Initiated,824,0,None,Not Started,85.9,8.7,0.36,Medium,2021-05-20,545,2022-11-16,0.167,189,Low
LA-0262,Dam/Reservoir Project Noida-262,Uttar Pradesh,Noida,Dam/Reservoir,48.68,148,Partially Disbursed,58.4,Notification (Sec 11),310,1,Resolved Against,Partially Complete,95.2,4.0,0.34,High,2023-09-17,1095,2026-09-16,0.813,458,High
LA-0263,Dam/Reservoir Project Ghaziabad-263,Uttar Pradesh,Ghaziabad,Dam/Reservoir,63.53,93,Partially Disbursed,60.8,Notification (Sec 11),396,1,Ongoing - Lower Court,Partially Complete,84.9,4.5,0.46,Low,2022-08-11,365,2023-08-11,0.385,281,Medium
LA-0264,Urban Metro Project Hubballi-264,Karnataka,Hubballi,Urban Metro,15.28,156,Fully Disbursed,98.3,SIA Completed,613,2,Ongoing - Lower Court,Fully Complete,36.3,8.9,0.58,Medium,2022-05-09,545,2023-11-05,0.298,286,Low
LA-0265,Power Transmission Line Project Siliguri-265,West Bengal,Siliguri,Power Transmission Line,67.49,111,Fully Disbursed,92.7,Award Declared,828,0,None,Fully Complete,1.1,5.9,0.34,Low,2023-04-12,1095,2026-04-11,0.133,153,Low
LA-0266,Irrigation Canal Project Kolkata-266,West Bengal,Kolkata,Irrigation Canal,14.97,41,Not Disbursed,8.8,Notification (Sec 11),360,1,Ongoing - Lower Court,Not Started,42.2,8.1,0.43,Low,2024-02-06,1095,2027-02-05,0.661,344,High
LA-0267,National Highway Project Meerut-267,Uttar Pradesh,Meerut,National Highway,20.24,425,Fully Disbursed,93.2,Notification (Sec 11),728,0,None,Partially Complete,20.4,4.8,0.43,Medium,2022-11-10,1460,2026-11-09,0.154,234,Low
LA-0268,National Highway Project Thane-268,Maharashtra,Thane,National Highway,48.41,151,Not Disbursed,5.1,Rehabilitation Ongoing,1085,0,None,Fully Complete,99.4,3.1,0.57,Medium,2021-04-06,365,2022-04-06,0.413,256,Medium
LA-0269,SEZ Development Project Muzaffarpur-269,Bihar,Muzaffarpur,SEZ Development,27.52,281,Partially Disbursed,74.6,SIA Completed,512,2,Ongoing - Supreme Court,Not Started,53.8,9.9,0.45,Low,2021-10-23,1095,2024-10-22,0.415,403,Medium
LA-0270,Railway Line Project Nashik-270,Maharashtra,Nashik,Railway Line,58.59,83,Partially Disbursed,33.1,Possession Complete,497,0,None,Fully Complete,37.7,8.9,0.25,Low,2024-01-13,730,2026-01-12,0.02,195,Low
LA-0271,Railway Line Project Rourkela-271,Odisha,Rourkela,Railway Line,24.79,103,Fully Disbursed,93.2,Rehabilitation Ongoing,585,1,Ongoing - Lower Court,Partially Complete,7.1,9.2,0.37,High,2021-04-20,365,2022-04-20,0.533,287,Medium
LA-0272,State Highway Project Bhubaneswar-272,Odisha,Bhubaneswar,State Highway,23.35,142,Partially Disbursed,22.7,Possession Complete,419,4,Resolved Against,Partially Complete,28.4,3.6,0.4,High,2021-03-02,730,2023-03-02,0.953,464,High
LA-0273,Irrigation Canal Project Coimbatore-273,Tamil Nadu,Coimbatore,Irrigation Canal,16.98,150,Partially Disbursed,47.8,Possession Initiated,727,1,Resolved in Favor,Not Started,37.7,4.7,0.65,Medium,2023-02-18,365,2024-02-18,0.657,353,High
LA-0274,Irrigation Canal Project Howrah-274,West Bengal,Howrah,Irrigation Canal,31.03,44,Fully Disbursed,99.8,Notification (Sec 11),1001,1,Ongoing - Supreme Court,Not Started,14.6,9.4,0.37,Medium,2024-07-22,545,2026-01-18,0.634,401,Medium
LA-0275,Industrial Corridor Project Cuttack-275,Odisha,Cuttack,Industrial Corridor,35.24,85,Not Disbursed,3.6,Notification (Sec 11),289,0,None,Fully Complete,23.7,3.7,0.63,Medium,2022-07-07,365,2023-07-07,0.626,465,Medium
LA-0276,Railway Line Project Bhopal-276,Madhya Pradesh,Bhopal,Railway Line,20.4,337,Partially Disbursed,70.1,Possession Complete,990,1,Resolved Against,Partially Complete,5.6,6.5,0.28,Low,2021-07-03,730,2023-07-03,0.248,179,Low
LA-0277,SEZ Development Project Bengaluru-277,Karnataka,Bengaluru,SEZ Development,28.25,107,Partially Disbursed,19.2,Award Declared,528,1,Resolved in Favor,Not Started,19.5,2.5,0.7,Medium,2021-06-23,1460,2025-06-22,0.908,471,High
LA-0278,Urban Metro Project Jodhpur-278,Rajasthan,Jodhpur,Urban Metro,82.06,76,Not Disbursed,7.4,Award Declared,91,1,Ongoing - Supreme Court,Not Started,34.2,9.7,0.42,Low,2021-12-09,1095,2024-12-08,0.652,190,High
LA-0279,Power Transmission Line Project Gaya-279,Bihar,Gaya,Power Transmission Line,59.66,108,Partially Disbursed,35.6,Notification (Sec 11),302,2,Ongoing - Supreme Court,Not Started,80.5,8.6,0.6,Low,2024-07-04,1095,2027-07-04,0.789,395,High
LA-0280,Irrigation Canal Project Siliguri-280,West Bengal,Siliguri,Irrigation Canal,96.39,57,Partially Disbursed,57.6,SIA Completed,520,0,None,Not Started,74.9,5.3,0.69,High,2022-11-12,1460,2026-11-11,0.591,157,Medium
LA-0281,Airport Expansion Project Cuttack-281,Odisha,Cuttack,Airport Expansion,41.48,257,Partially Disbursed,19.3,Rehabilitation Ongoing,809,0,None,Fully Complete,72.8,6.4,0.52,Low,2022-10-19,1460,2026-10-18,0.283,280,Low
LA-0282,Industrial Corridor Project Kota-282,Rajasthan,Kota,Industrial Corridor,41.49,177,Not Disbursed,0.7,Possession Initiated,834,0,None,Fully Complete,47.3,8.7,0.37,Low,2024-07-20,1095,2027-07-20,0.061,196,Low
LA-0283,Industrial Corridor Project Kolkata-283,West Bengal,Kolkata,Industrial Corridor,42.42,118,Partially Disbursed,22.4,Possession Initiated,1593,0,None,Partially Complete,4.1,3.9,0.54,High,2022-02-14,1460,2026-02-13,0.802,425,High
LA-0284,Dam/Reservoir Project Bengaluru-284,Karnataka,Bengaluru,Dam/Reservoir,24.62,439,Not Disbursed,9.3,Rehabilitation Ongoing,309,1,Resolved in Favor,Fully Complete,16.6,4.4,0.34,Low,2022-08-20,365,2023-08-20,0.503,297,Medium
LA-0285,Airport Expansion Project Rourkela-285,Odisha,Rourkela,Airport Expansion,49.36,154,Not Disbursed,1.9,Award Declared,341,0,None,Not Started,51.9,2.8,0.83,Medium,2023-05-17,1095,2026-05-16,0.753,433,High
LA-0286,SEZ Development Project Aurangabad-286,Maharashtra,Aurangabad,SEZ Development,36.97,64,Partially Disbursed,51.9,Possession Initiated,42,0,None,Partially Complete,47.5,4.0,0.45,High,2023-05-07,1460,2027-05-06,0.764,391,High
LA-0287,Dam/Reservoir Project Lucknow-287,Uttar Pradesh,Lucknow,Dam/Reservoir,22.36,130,Partially Disbursed,27.7,Notification (Sec 11),216,1,Ongoing - Lower Court,Fully Complete,19.5,5.5,0.43,Medium,2022-12-29,545,2024-06-26,0.409,314,Medium
LA-0288,SEZ Development Project Kolkata-288,West Bengal,Kolkata,SEZ Development,38.09,82,Fully Disbursed,94.5,Rehabilitation Ongoing,1231,0,None,Partially Complete,10.7,4.3,0.73,High,2022-11-11,1095,2025-11-10,0.482,301,Medium
LA-0289,State Highway Project Pune-289,Maharashtra,Pune,State Highway,47.27,268,Not Disbursed,6.3,Possession Complete,206,1,Resolved Against,Partially Complete,48.6,9.2,0.59,Medium,2022-03-29,1095,2025-03-28,0.841,538,High
LA-0290,Airport Expansion Project Rajkot-290,Gujarat,Rajkot,Airport Expansion,23.94,42,Fully Disbursed,90.2,Possession Complete,383,0,None,Partially Complete,68.3,9.4,0.51,Low,2021-02-20,1095,2024-02-20,0.02,104,Low
LA-0291,Urban Metro Project Nashik-291,Maharashtra,Nashik,Urban Metro,87.57,185,Fully Disbursed,96.2,Notification (Sec 11),301,3,Ongoing - Lower Court,Fully Complete,18.4,7.8,0.33,Medium,2022-12-15,730,2024-12-14,0.359,270,Medium
LA-0292,Irrigation Canal Project Rajkot-292,Gujarat,Rajkot,Irrigation Canal,30.04,145,Partially Disbursed,83.8,Award Declared,329,0,None,Partially Complete,56.5,1.2,0.4,Medium,2023-07-16,730,2025-07-15,0.345,229,Low
LA-0293,National Highway Project Nashik-293,Maharashtra,Nashik,National Highway,41.98,140,Fully Disbursed,98.3,Notification (Sec 11),153,0,None,Not Started,33.2,7.3,0.66,Low,2021-08-12,545,2023-02-08,0.252,204,Low
LA-0294,Dam/Reservoir Project Jodhpur-294,Rajasthan,Jodhpur,Dam/Reservoir,36.85,140,Not Disbursed,3.0,Possession Complete,943,1,Resolved in Favor,Fully Complete,94.8,3.0,0.38,Low,2023-04-10,545,2024-10-06,0.477,267,Medium
LA-0295,Urban Metro Project Gwalior-295,Madhya Pradesh,Gwalior,Urban Metro,91.62,29,Not Disbursed,2.3,Possession Complete,126,0,None,Fully Complete,5.7,6.2,0.44,Medium,2023-05-30,1095,2026-05-29,0.646,400,Medium
LA-0296,Irrigation Canal Project Meerut-296,Uttar Pradesh,Meerut,Irrigation Canal,97.65,74,Not Disbursed,0.1,Rehabilitation Ongoing,381,0,None,Fully Complete,50.2,9.2,0.39,Low,2021-07-28,1460,2025-07-27,0.172,304,Low
LA-0297,Industrial Corridor Project Jabalpur-297,Madhya Pradesh,Jabalpur,Industrial Corridor,50.09,168,Not Disbursed,3.9,Notification (Sec 11),215,0,None,Not Started,87.8,2.8,0.44,High,2023-12-17,730,2025-12-16,0.749,479,High
LA-0298,SEZ Development Project Howrah-298,West Bengal,Howrah,SEZ Development,9.53,145,Partially Disbursed,24.5,Notification (Sec 11),822,0,None,Not Started,16.6,4.0,0.34,High,2024-06-18,545,2025-12-15,0.775,402,High
LA-0299,SEZ Development Project Muzaffarpur-299,Bihar,Muzaffarpur,SEZ Development,39.77,167,Not Disbursed,4.6,SIA Completed,175,0,None,Not Started,2.2,8.0,0.6,Low,2021-08-28,545,2023-02-24,0.49,245,Medium
LA-0300,Dam/Reservoir Project Surat-300,Gujarat,Surat,Dam/Reservoir,15.74,449,Partially Disbursed,67.1,Possession Complete,983,0,None,Not Started,88.7,9.0,0.09,Low,2022-01-16,1095,2025-01-15,0.061,82,Low
LA-0301,Railway Line Project Hubballi-301,Karnataka,Hubballi,Railway Line,2.3,201,Partially Disbursed,53.5,Possession Initiated,87,1,Ongoing - Supreme Court,Not Started,15.5,5.0,0.19,Low,2023-07-13,1460,2027-07-12,0.585,341,Medium
LA-0302,National Highway Project Lucknow-302,Uttar Pradesh,Lucknow,National Highway,34.01,233,Partially Disbursed,70.8,SIA Completed,58,0,None,Fully Complete,96.1,5.8,0.73,High,2023-11-02,1095,2026-11-01,0.107,247,Low
LA-0303,Airport Expansion Project Rourkela-303,Odisha,Rourkela,Airport Expansion,10.09,45,Partially Disbursed,47.4,Possession Initiated,317,1,Resolved in Favor,Not Started,51.5,9.9,0.21,Medium,2022-03-28,730,2024-03-27,0.513,265,Medium
LA-0304,Irrigation Canal Project Lucknow-304,Uttar Pradesh,Lucknow,Irrigation Canal,53.67,63,Partially Disbursed,69.6,SIA Completed,54,1,Resolved in Favor,Partially Complete,22.4,5.5,0.47,High,2023-10-12,1460,2027-10-11,0.887,435,High
LA-0305,SEZ Development Project Bengaluru-305,Karnataka,Bengaluru,SEZ Development,38.61,275,Not Disbursed,7.2,Possession Complete,484,0,None,Fully Complete,86.7,3.2,0.34,Low,2021-03-27,1095,2024-03-26,0.08,67,Low
LA-0306,Urban Metro Project Bengaluru-306,Karnataka,Bengaluru,Urban Metro,27.1,47,Not Disbursed,0.5,Rehabilitation Ongoing,794,0,None,Fully Complete,49.1,3.9,0.36,Low,2021-03-08,1095,2024-03-07,0.051,204,Low
LA-0307,State Highway Project Gaya-307,Bihar,Gaya,State Highway,49.59,165,Partially Disbursed,63.7,Notification (Sec 11),431,1,Ongoing - High Court,Not Started,59.6,7.7,0.53,Medium,2022-12-20,1460,2026-12-19,0.538,261,Medium
LA-0308,SEZ Development Project Bhubaneswar-308,Odisha,Bhubaneswar,SEZ Development,35.11,82,Not Disbursed,5.4,SIA Completed,149,0,None,Fully Complete,41.1,7.3,0.36,High,2024-03-13,730,2026-03-13,0.105,249,Low
LA-0309,SEZ Development Project Mysuru-309,Karnataka,Mysuru,SEZ Development,38.38,78,Partially Disbursed,30.0,Award Declared,700,2,Ongoing - Supreme Court,Not Started,68.7,3.8,0.47,Low,2023-11-20,365,2024-11-19,0.849,463,High
LA-0310,National Highway Project Gwalior-310,Madhya Pradesh,Gwalior,National Highway,37.43,273,Fully Disbursed,94.5,Rehabilitation Ongoing,713,2,Ongoing - High Court,Partially Complete,66.2,6.5,0.51,Low,2021-10-27,730,2023-10-27,0.797,366,High
LA-0311,Airport Expansion Project Kota-311,Rajasthan,Kota,Airport Expansion,10.45,256,Not Disbursed,6.3,Rehabilitation Ongoing,481,1,Ongoing - Supreme Court,Partially Complete,18.2,5.5,0.28,Low,2021-06-04,365,2022-06-04,0.723,291,High
LA-0312,Power Transmission Line Project Rourkela-312,Odisha,Rourkela,Power Transmission Line,37.41,179,Partially Disbursed,70.6,Award Declared,693,2,Resolved in Favor,Fully Complete,64.6,5.1,0.37,Low,2021-01-06,365,2022-01-06,0.172,203,Low
LA-0313,Industrial Corridor Project Madurai-313,Tamil Nadu,Madurai,Industrial Corridor,45.72,178,Fully Disbursed,91.6,Possession Complete,63,0,None,Partially Complete,87.7,5.8,0.3,High,2022-03-10,1095,2025-03-09,0.138,262,Low
LA-0314,Power Transmission Line Project Gaya-314,Bihar,Gaya,Power Transmission Line,49.52,75,Partially Disbursed,29.3,Possession Complete,483,0,None,Not Started,94.3,6.5,0.53,High,2022-12-05,365,2023-12-05,0.576,381,Medium
LA-0315,Airport Expansion Project Ghaziabad-315,Uttar Pradesh,Ghaziabad,Airport Expansion,28.32,303,Not Disbursed,2.8,SIA Completed,871,2,Resolved in Favor,Partially Complete,82.2,6.8,0.59,High,2023-05-27,545,2024-11-22,0.741,412,High
LA-0316,Railway Line Project Jabalpur-316,Madhya Pradesh,Jabalpur,Railway Line,37.01,241,Fully Disbursed,94.6,Award Declared,383,2,Ongoing - Lower Court,Partially Complete,52.5,1.6,0.35,Low,2023-02-01,545,2024-07-30,0.65,355,High
LA-0317,Power Transmission Line Project Varanasi-317,Uttar Pradesh,Varanasi,Power Transmission Line,6.76,101,Fully Disbursed,93.2,SIA Completed,540,3,Resolved in Favor,Partially Complete,45.9,1.7,0.32,Medium,2021-01-03,545,2022-07-02,0.898,456,High
LA-0318,Railway Line Project Chennai-318,Tamil Nadu,Chennai,Railway Line,29.63,30,Partially Disbursed,51.3,Possession Complete,621,1,Resolved in Favor,Not Started,34.2,5.9,0.55,Medium,2021-09-04,1095,2024-09-03,0.64,334,Medium
LA-0319,State Highway Project Gwalior-319,Madhya Pradesh,Gwalior,State Highway,16.21,171,Not Disbursed,0.6,Notification (Sec 11),974,0,None,Partially Complete,59.6,3.5,0.49,Low,2022-10-04,730,2024-10-03,0.55,449,Medium
LA-0320,Urban Metro Project Patna-320,Bihar,Patna,Urban Metro,64.41,293,Fully Disbursed,96.8,SIA Completed,145,2,Ongoing - High Court,Not Started,78.1,7.3,0.52,Medium,2024-06-03,545,2025-11-30,0.853,430,High
LA-0321,Irrigation Canal Project Coimbatore-321,Tamil Nadu,Coimbatore,Irrigation Canal,66.3,36,Partially Disbursed,53.5,SIA Completed,199,2,Resolved in Favor,Partially Complete,14.4,7.8,0.53,Medium,2022-03-21,365,2023-03-21,0.714,374,High
